"Campaign name","Ad name","Ad set name",Age,Gender,Reach,Impressions,"Post engagements","Messaging conversations started","Clicks (all)",Currency,"Cost per post engagement","Cost per messaging conversation started","CTR (all)","Amount spent (THB)","Reporting starts","Reporting ends"
"3020 | BU DIA | Message | Blooming Season  Sale up to 70% | 1-31 Mar 26","Blooming Season  Sale up to 70% | 1-31 Mar 26","3020 | BU DIA | Message | Blooming Season  Sale up to 70% | 1-31 Mar 26 [Interest]",45-54,female,1105,2420,199,7,270,THB,0.94321608,26.81428571,11.15702479,187.7,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | Sparkle in Spring sale up to 60% | 1-15 Mar 26","Sparkle in Spring sale up to 60% | 1-15 Mar 26","3020 | BU DIA | Engage | Sparkle in Spring sale up to 60% | 1-15 Mar 26  [Interest]",45-54,female,1468,2166,77,,69,THB,2.42730226,,3.18559557,186.90227391,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | Blooming Season  Sale up to 70% | 1-31 Mar 26","Blooming Season  Sale up to 70% | 1-31 Mar 26","3020 | BU DIA | Engage | Blooming Season  Sale up to 70% | 1-31 Mar 26 [Interest]",25-34,male,1806,2480,69,,49,THB,2.69043478,,1.97580645,185.64,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | One Price เพชรแท้ราคาเดียว | 1-19 Mar 26","One Price เพชรแท้ราคาเดียว","3020 | BU DIA | Engage | One Price เพชรแท้ราคาเดียว | 1-19 Mar 26 [Interest]",25-34,female,3554,5238,125,1,112,THB,1.48373657,185.46707093,2.13822069,185.46707093,2026-03-01,2026-03-31
"3020 | BU DIA | Message | LEVA Collection | 1-19 Mar 26","LEVA Collection | 1-19 Mar 26","3020 | BU DIA | Message | LEVA Collection | 1-19 Mar 26 [Interest-BKK]",25-34,male,568,1899,17,2,75,THB,10.73204701,91.22239961,3.94944708,182.44479922,2026-03-01,2026-03-31
"3020 | BU DIA | Message | Wedding Package Aurora Diamond |  2-31 Mar 26","Wedding Package Aurora Diamond |  2-31 Mar 26","3020 | BU DIA | Message | Wedding Package Aurora Diamond |  2-31 Mar 26 [Interest]",35-44,female,892,1944,202,6,245,THB,0.86799859,29.22261913,12.60288066,175.33571478,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | Blossom and Glow | Sale up to 50%  | 16-31 Mar 26","Blossom and Glow | Sale up to 50%","3020 | BU DIA | Engage |  Blossom and Glow | Sale up to 50%  | 16-31 Mar 26  [Interest-BKK]",35-44,female,1187,1760,152,1,117,THB,1.1417302,173.54299014,6.64772727,173.54299014,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | Blooming Season  Sale up to 70% | 1-31 Mar 26","Blooming Season  Sale up to 70% | 1-31 Mar 26","3020 | BU DIA | Engage | Blooming Season  Sale up to 70% | 1-31 Mar 26 [Interest]",35-44,female,1209,1760,86,,78,THB,1.98825581,,4.43181818,170.99,2026-03-01,2026-03-31
"3020 | BU DIA | Engage | Sparkle in Spring sale up to 60% | 1-15 Mar 26","Sparkle in Spring sale up to 60% | 1-15 Mar 26","3020 | BU DIA | Engage | Sparkle in Spring sale up to 60% | 1-15 Mar 26  [Interest]",35-44,male,1926,2736,53,,49,THB,3.19526873,,1.79093567,169.34924289,2026-03-01,2026-03-31
"3020 | BU DIA-Pearl | Engage | Blooming Season  Sale up to 70% | 1-31 Mar 26","Blooming Season  Sale up to 70% | 1-31 Mar 26","3020 | BU DIA-Pearl  | Engage | Blooming Season  Sale up to 70% | 1-31 Mar 26 [Interest]",18-24,female,2726,4285,71,1,45,THB,2.37295205,168.47959574,1.05017503,168.47959574,2026-03-01,2026-03-31
