"Campaign name","Ad name","Ad set name",Age,Gender,Reach,Impressions,"Post engagements","Messaging conversations started","Clicks (all)",Currency,"Cost per post engagement","Cost per messaging conversation started","CTR (all)","Amount spent (THB)","Reporting starts","Reporting ends"
"3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Interest]",18-24,female,406,674,74,1,94,THB,0.20296986,15.01976938,13.94658754,15.01976938,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25 [Retargeting]",45-54,unknown,2,4,1,,1,THB,14.85029003,,25,14.85029003,2025-10-01,2025-10-31
"3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Interest]",45-54,male,374,645,102,,120,THB,0.14274645,,18.60465116,14.56013807,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Interest]",35-44,male,363,609,50,,55,THB,0.2876,,9.03119869,14.38,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25 [Interest]",65+,female,71,156,10,1,10,THB,1.425,14.25,6.41025641,14.25,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Interest]",25-34,male,154,333,7,,7,THB,2.02873734,,2.1021021,14.20116135,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Interest]",65+,female,329,571,46,,58,THB,0.30673442,,10.15761821,14.10978336,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25 [Retargeting]",55-64,female,46,91,7,,6,THB,1.88860831,,6.59340659,13.2202582,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Interest]",35-44,male,128,265,15,,19,THB,0.85340312,,7.16981132,12.80104685,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25","เพชรแท้ตามงบ ครบจบที่นี่","3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25  [Interest]",18-24,male,240,401,50,,53,THB,0.25601383,,13.21695761,12.80069161,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25 [Interest]",18-24,male,305,427,60,,73,THB,0.21032064,,17.09601874,12.61923832,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Interest]",25-34,male,369,573,61,,65,THB,0.20639344,,11.34380454,12.59,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Retargeting]",55-64,male,85,189,45,,28,THB,0.27268968,,14.81481481,12.27103541,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25 [Retargeting]",45-54,male,169,299,47,,53,THB,0.25619067,,17.72575251,12.04096138,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25 [Retargeting]",45-54,male,127,344,30,,35,THB,0.39238097,,10.1744186,11.77142904,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25 [Retargeting]",55-64,male,9,17,1,,1,THB,11.66022773,,5.88235294,11.66022773,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25 [Interest]",18-24,female,120,273,13,,18,THB,0.87,,6.59340659,11.31,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25 [Retargeting]",55-64,male,16,48,4,,7,THB,2.7451105,,14.58333333,10.98044201,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25 [Interest]",35-44,male,95,241,15,1,17,THB,0.726,10.89,7.05394191,10.89,2025-10-01,2025-10-31
"3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Retargeting]",35-44,unknown,34,70,6,,9,THB,1.80867471,,12.85714286,10.85204829,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25","เพชรแท้ตามงบ ครบจบที่นี่","3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25 [Retargeting]",65+,male,78,180,26,,20,THB,0.39424408,,11.11111111,10.25034596,2025-10-01,2025-10-31
"3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Retargeting]",55-64,male,134,254,37,,43,THB,0.27381053,,16.92913386,10.13098944,2025-10-01,2025-10-31
"3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Interest]",65+,female,82,159,14,,14,THB,0.72285714,,8.80503145,10.12,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Interest]",45-54,male,42,63,5,1,5,THB,2.01616488,10.08082439,7.93650794,10.08082439,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25 [Retargeting]",55-64,male,70,177,39,,28,THB,0.25489215,,15.81920904,9.9407937,2025-10-01,2025-10-31
"3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Interest]",25-34,male,343,515,56,2,73,THB,0.17696596,4.95504699,14.17475728,9.91009397,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25 [Interest]",55-64,female,54,100,11,,6,THB,0.87468336,,6,9.62151697,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Interest]",45-54,male,227,377,33,,42,THB,0.29,,11.14058355,9.57,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Interest]",65+,female,58,110,9,,11,THB,0.9545225,,10,8.59070253,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25","เพชรแท้ตามงบ ครบจบที่นี่","3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25  [Interest]",55-64,male,123,205,26,,24,THB,0.33001783,,11.70731707,8.58046359,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Interest]",35-44,male,253,415,53,,63,THB,0.15999754,,15.18072289,8.4798698,2025-10-01,2025-10-31
"3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Interest]",35-44,male,126,240,15,1,20,THB,0.55933333,8.39,8.33333333,8.39,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25 [Interest]",65+,female,146,261,30,,44,THB,0.27769861,,16.85823755,8.3309582,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Retargeting]",55-64,male,80,175,33,,28,THB,0.24698801,,16,8.15060437,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Interest]",45-54,male,197,316,41,,47,THB,0.17633876,,14.87341772,7.22988899,2025-10-01,2025-10-31
"3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Interest]",45-54,male,47,76,6,,8,THB,1.04333333,,10.52631579,6.26,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25 [Retargeting]",65+,female,24,60,3,,2,THB,2.05670683,,3.33333333,6.1701205,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Retargeting]",45-54,unknown,7,17,,,0,THB,,,0,6.08,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25 [Retargeting]",25-34,unknown,64,142,20,,23,THB,0.30102403,,16.1971831,6.02048069,2025-10-01,2025-10-31
"3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Retargeting]",35-44,unknown,19,44,3,,3,THB,1.9801369,,6.81818182,5.9404107,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Interest]",25-34,male,189,306,29,,34,THB,0.20137622,,11.11111111,5.83991033,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Interest]",18-24,male,16,46,1,,1,THB,5.74046945,,2.17391304,5.74046945,2025-10-01,2025-10-31
"3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Interest]",18-24,male,46,101,2,,4,THB,2.83001818,,3.96039604,5.66003636,2025-10-01,2025-10-31
"3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Interest]",18-24,male,32,64,5,1,4,THB,1.128,5.64,6.25,5.64,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25 [Interest]",55-64,female,136,182,21,,30,THB,0.26331744,,16.48351648,5.52966624,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25 [Retargeting]",55-64,male,41,98,18,,19,THB,0.30059205,,19.3877551,5.41065685,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Interest]",18-24,male,113,219,24,,31,THB,0.22125,,14.15525114,5.31,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25 [Interest]",18-24,male,73,134,5,,8,THB,1.04216431,,5.97014925,5.21082156,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25 [Interest]",45-54,male,124,153,29,,35,THB,0.16619687,,22.87581699,4.81970909,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25 [Retargeting]",65+,female,70,127,11,,14,THB,0.42003354,,11.02362205,4.6203689,2025-10-01,2025-10-31
"3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Retargeting]",35-44,unknown,61,128,11,,13,THB,0.41185841,,10.15625,4.53044246,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25 [Interest]",45-54,male,82,153,18,,25,THB,0.25114,,16.33986928,4.52051993,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Retargeting]",25-34,unknown,11,39,3,,5,THB,1.49,,12.82051282,4.47,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25 [Interest]",25-34,male,113,168,15,,16,THB,0.29403382,,9.52380952,4.41050728,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25 [Interest]",35-44,male,118,180,19,,24,THB,0.22634182,,13.33333333,4.30049463,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25","เพชรแท้ตามงบ ครบจบที่นี่","3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25  [Interest]",65+,male,73,111,12,,12,THB,0.34251851,,10.81081081,4.11022207,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25 [Interest]",45-54,male,32,48,4,,4,THB,1.0175,,8.33333333,4.07,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Engage | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Interest]",55-64,male,82,145,14,,15,THB,0.28928571,,10.34482759,4.05,2025-10-01,2025-10-31
"3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Interest]",55-64,male,116,170,26,,29,THB,0.15423223,,17.05882353,4.01003803,2025-10-01,2025-10-31
"3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Retargeting]",65+,male,65,103,12,,11,THB,0.33253248,,10.67961165,3.99038972,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25 [Retargeting]",35-44,unknown,37,96,13,,15,THB,0.28157264,,15.625,3.66044437,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25","เพชรแท้ตามงบ ครบจบที่นี่","3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25 [Retargeting]",25-34,unknown,45,76,6,,8,THB,0.54668512,,10.52631579,3.28011071,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25 [Retargeting]",25-34,unknown,23,34,7,,9,THB,0.46429478,,26.47058824,3.25006347,2025-10-01,2025-10-31
"3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Interest]",18-24,male,77,143,22,,24,THB,0.14727412,,16.78321678,3.24003072,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Retargeting]",65+,male,42,75,8,,8,THB,0.40377994,,10.66666667,3.23023952,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Engage | Pearl Essential sale up to 70% | 1-31 Oct 25 [Retargeting]",65+,male,29,71,7,,8,THB,0.45719836,,11.26760563,3.20038852,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Interest]",55-64,male,73,110,14,,15,THB,0.22785364,,13.63636364,3.18995102,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25","Pearl Essential sale up to 70%","3020 | BU DIA | Message | Pearl Essential sale up to 70% | 1-31 Oct 25 [Retargeting]",35-44,unknown,18,37,2,,4,THB,1.51006079,,10.81081081,3.02012157,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25","เพชรแท้ตามงบ ครบจบที่นี่","3020 | BU DIA | Engage | เพชรแท้ตามงบ ครบจบที่นี่ | 17-30 Oct 25 [Retargeting]",35-44,unknown,34,76,9,,13,THB,0.32778884,,17.10526316,2.95009957,2025-10-01,2025-10-31
"3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Retargeting]",65+,male,14,28,4,,2,THB,0.72513687,,7.14285714,2.90054747,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Retargeting]",65+,male,16,52,1,,0,THB,2.82,,0,2.82,2025-10-01,2025-10-31
"3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Interest]",65+,male,15,52,4,,5,THB,0.6850044,,9.61538462,2.7400176,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25 [Retargeting]",65+,male,30,71,11,,11,THB,0.24547414,,15.49295775,2.70021559,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Message | Wedding Package sale up to 60% off | 1-31 Oct 25 [Interest]",65+,female,30,49,3,,4,THB,0.89014034,,8.16326531,2.67042103,2025-10-01,2025-10-31
"3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Message | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Retargeting]",55-64,male,31,57,2,,5,THB,1.3350923,,8.77192982,2.67018461,2025-10-01,2025-10-31
"3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25","Your Diamond Your Gift Sale up to 60% off","3020 | BU DIA | Message | Your Diamond Your Gift Sale up to 60% off | 1-15 Oct 25 [Retargeting]",35-44,unknown,16,35,1,,2,THB,2.62,,5.71428571,2.62,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25","เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off","3020 | BU DIA | Engage | เพชรเเท้ที่ใช่ ในงบที่ชอบ Sale up to 60% off | 16-30 Oct 25 [Interest]",18-24,male,80,149,17,,22,THB,0.15411528,,14.76510067,2.61995977,2025-10-01,2025-10-31
"3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25","Wedding Package sale up to 60% off","3020 | BU DIA | Engage | Wedding Package sale up to 60% off | 1-31 Oct 25 [Interest]",65+,female,63,77,7,,9,THB,0.37140615,,11.68831169,2.59984308,2025-10-01,2025-10-31
"3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Engage  | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Retargeting]",45-54,unknown,46,77,6,,6,THB,0.42337468,,7.79220779,2.54024809,2025-10-01,2025-10-31
"3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25","One Price ราคาเดียว 13,900.-","3020 | BU DIA | Message | One Price ราคาเดียว 13,900.- | 1-31 Oct 25 [Interest]",55-64,male,28,45,5,,4,THB,0.48600312,,8.88888889,2.43001561,2025-10-01,2025-10-31
